Group Name,Item Name,Dropdown Name,Key,Value,Type,Data
#安全相关设置,#关闭打开程序的“安全警告”（by 莫失莫忘）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Policies\Associations,ModRiskFileTypes,REG_SZ,.bat;.exe;.reg;.vbs;.chm;.msi;.js;.cmd
#安全相关设置,#关闭打开程序的“安全警告”（by 莫失莫忘）,Current/Default,HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\Policies\Associations,ModRiskFileTypes,REG_SZ,.bat;.exe;.reg;.vbs;.chm;.msi;.js;.cmd
#安全相关设置,#禁用Windows Defender（by Windows 10优化辅助工具）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender,DisableAntiSpyware,REG_DWORD,1
#安全相关设置,#禁用Windows Defender（by Windows 10优化辅助工具）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableRealtimeMonitoring,REG_DWORD,1
#安全相关设置,#禁用Windows Defender（by Windows 10优化辅助工具）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender,DisableAntiSpyware,REG_DWORD,1
#安全相关设置,#禁用Windows Defender（by Windows 10优化辅助工具）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableRealtimeMonitoring,REG_DWORD,1
#开始菜单以及Windows体验,#不允许在开始菜单显示建议,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SystemPaneSuggestionsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SystemPaneSuggestionsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SystemPaneSuggestionsEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#不允许在开始菜单显示建议,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SystemPaneSuggestionsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SystemPaneSuggestionsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SystemPaneSuggestionsEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#不允许在开始菜单显示建议（by powerxing04）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-338388Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议（by powerxing04）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-338388Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议（by powerxing04）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-338389Enabled,REG_DWORD,1
#开始菜单以及Windows体验,#不允许在开始菜单显示建议（by powerxing04）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-338388Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议（by powerxing04）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-338388Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#不允许在开始菜单显示建议（by powerxing04）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SubscribedContent-338389Enabled,REG_DWORD,1
#开始菜单以及Windows体验,#关闭在应用商店中查找关联应用（by Asoft）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoUseStoreOpenWith,REG_DWORD,1
#开始菜单以及Windows体验,#关闭在应用商店中查找关联应用（by Asoft）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\Explorer,NoUseStoreOpenWith,REG_DWORD,1
#开始菜单以及Windows体验,#关闭商店应用推广（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,PreInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭商店应用推广（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,PreInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭商店应用推广（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,PreInstalledAppsEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#关闭商店应用推广（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,PreInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭商店应用推广（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,PreInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭商店应用推广（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,PreInstalledAppsEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#关闭锁屏时的Windows 聚焦推广（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,RotatingLockScreenEnable,REG_DWORD,0
#开始菜单以及Windows体验,#关闭锁屏时的Windows 聚焦推广（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,RotatingLockScreenEnable,REG_DWORD,0
#开始菜单以及Windows体验,#关闭锁屏时的Windows 聚焦推广（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,RotatingLockScreenEnable,REG_DWORD,1
#开始菜单以及Windows体验,#关闭锁屏时的Windows 聚焦推广（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,RotatingLockScreenEnable,REG_DWORD,0
#开始菜单以及Windows体验,#关闭锁屏时的Windows 聚焦推广（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,RotatingLockScreenEnable,REG_DWORD,0
#开始菜单以及Windows体验,#关闭锁屏时的Windows 聚焦推广（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,RotatingLockScreenEnable,REG_DWORD,1
#开始菜单以及Windows体验,#关闭“使用Windows时获取技巧和建议”（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SoftLandingEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“使用Windows时获取技巧和建议”（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SoftLandingEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“使用Windows时获取技巧和建议”（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SoftLandingEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#关闭“使用Windows时获取技巧和建议”（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SoftLandingEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“使用Windows时获取技巧和建议”（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SoftLandingEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“使用Windows时获取技巧和建议”（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SoftLandingEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#关闭“突出显示新安装的程序”（by 溯汐潮）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Start_NotifyNewApps,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“突出显示新安装的程序”（by 溯汐潮）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Start_NotifyNewApps,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“突出显示新安装的程序”（by 溯汐潮）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Start_NotifyNewApps,REG_DWORD,1
#开始菜单以及Windows体验,#关闭“突出显示新安装的程序”（by 溯汐潮）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Start_NotifyNewApps,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“突出显示新安装的程序”（by 溯汐潮）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Start_NotifyNewApps,REG_DWORD,0
#开始菜单以及Windows体验,#关闭“突出显示新安装的程序”（by 溯汐潮）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Start_NotifyNewApps,REG_DWORD,1
#开始菜单以及Windows体验,#禁止自动安装推荐的应用程序（by IT之家）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SilentInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#禁止自动安装推荐的应用程序（by IT之家）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SilentInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#禁止自动安装推荐的应用程序（by IT之家）,Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SilentInstalledAppsEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#禁止自动安装推荐的应用程序（by IT之家）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SilentInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#禁止自动安装推荐的应用程序（by IT之家）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SilentInstalledAppsEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#禁止自动安装推荐的应用程序（by IT之家）,Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\ContentDeliveryManager,SilentInstalledAppsEnabled,REG_DWORD,1
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\GameDVR,AppCaptureEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\System\GameConfigStore,GameDVR_Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\GameDVR,AppCaptureEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_CURRENT_USER\System\GameConfigStore,GameDVR_Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\GameDVR,AppCaptureEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\System\GameConfigStore,GameDVR_Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\GameDVR,AppCaptureEnabled,REG_DWORD,0
#开始菜单以及Windows体验,#关闭游戏录制工具（by 、Cloud.）,Current/Default,HKEY_USERS\DEFAULT\System\GameConfigStore,GameDVR_Enabled,REG_DWORD,0
#开始菜单以及Windows体验,#登录界面默认打开小键盘（by IT之家）,Current/Default,HKEY_USERS\.DEFAULT\Control Panel\Keyboard,InitialKeyboardIndicators,REG_SZ,2
#开始菜单以及Windows体验,#登录界面默认打开小键盘（by IT之家）,Current/Default,HKEY_USERS\.DEFAULT\Control Panel\Keyboard,InitialKeyboardIndicators,REG_SZ,2
#开始菜单以及Windows体验,#登录界面默认打开小键盘（by IT之家）,Current/Default,HKEY_USERS\.DEFAULT\Control Panel\Keyboard,InitialKeyboardIndicators,REG_SZ,2147483648
#开始菜单以及Windows体验,#关闭OneDrive（by Rambin）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,REG_DWORD,1
#开始菜单以及Windows体验,#关闭OneDrive（by Rambin）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,REG_DWORD,1
#开始菜单以及Windows体验,#关闭OneDrive（by Rambin）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,REG_DWORD,0
#开始菜单以及Windows体验,#关闭多嘴的小娜（by 朽木）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCortana,REG_DWORD,0
#开始菜单以及Windows体验,#关闭多嘴的小娜（by 朽木）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Policies\Microsoft\Windows\Windows Search,AllowCortana,REG_DWORD,0
#开始菜单以及Windows体验,#显示首次登录动画（by intionwun & 组策略编辑器）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,EnableFirstLogonAnimation,REG_DWORD,1
#开始菜单以及Windows体验,#显示首次登录动画（by intionwun & 组策略编辑器）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,EnableFirstLogonAnimation,REG_DWORD,1
#开始菜单以及Windows体验,#显示首次登录动画（by intionwun & 组策略编辑器）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,EnableFirstLogonAnimation,REG_DWORD,1
#开始菜单以及Windows体验,#显示首次登录动画（by intionwun & 组策略编辑器）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon,EnableFirstLogonAnimation,REG_DWORD,0
#Explorer,#打开资源管理器时显示此电脑,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,LaunchTo,REG_DWORD,2
#Explorer,#打开资源管理器时显示此电脑,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,LaunchTo,REG_DWORD,1
#Explorer,#打开资源管理器时显示此电脑,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,LaunchTo,REG_DWORD,2
#Explorer,#打开资源管理器时显示此电脑,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,LaunchTo,REG_DWORD,2
#Explorer,#打开资源管理器时显示此电脑,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,LaunchTo,REG_DWORD,1
#Explorer,#打开资源管理器时显示此电脑,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,LaunchTo,REG_DWORD,2
#Explorer,#显示所有文件扩展名,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,HideFileExt,REG_DWORD,0
#Explorer,#显示所有文件扩展名,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,HideFileExt,REG_DWORD,0
#Explorer,#显示所有文件扩展名,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,HideFileExt,REG_DWORD,1
#Explorer,#显示所有文件扩展名,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,HideFileExt,REG_DWORD,0
#Explorer,#显示所有文件扩展名,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,HideFileExt,REG_DWORD,0
#Explorer,#显示所有文件扩展名,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,HideFileExt,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Hidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSuperHidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Hidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSuperHidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Hidden,REG_DWORD,2
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_CURRENT_USER\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSuperHidden,REG_DWORD,0
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Hidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSuperHidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Hidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSuperHidden,REG_DWORD,1
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,Hidden,REG_DWORD,2
#Explorer,#显示所有隐藏文件,Current/Default,HKEY_USERS\DEFAULT\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Advanced,ShowSuperHidden,REG_DWORD,0
#Explorer,#隐藏快捷方式小箭头,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Icons,29,REG_EXPAND_SZ,%systemroot%\Blank.ico
#Explorer,#隐藏可执行文件小盾牌,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Icons,77,REG_EXPAND_SZ,%systemroot%\Blank.ico
#Explorer,#隐藏NTFS蓝色双箭头压缩标识（by IT之家）,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\Shell Icons,179,REG_EXPAND_SZ,%systemroot%\Blank.ico
#Explorer,"#创建快捷方式时不添""快捷方式""文字（by 518516.net）",Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer,Link,REG_BINARY,00000000
#Explorer,"#创建快捷方式时不添""快捷方式""文字（by 518516.net）",Current/Default,HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Explorer,Link,REG_BINARY,00000000
#Explorer,"#创建快捷方式时不添""快捷方式""文字（by 518516.net）",Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer,Link,REG_BINARY,00000000
#Explorer,"#创建快捷方式时不添""快捷方式""文字（by 518516.net）",Current/Default,HKEY_USERS\DEFAULT\Software\Microsoft\Windows\CurrentVersion\Explorer,Link,REG_BINARY,00000000
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7d83ee9b-2244-4e70-b1f5-5393042af1e4}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{f42ee2d3-909f-4907-8871-4c22fc0bf756}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0ddd015d-b06c-45d5-8c4c-f59713854639}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{35286a68-3c57-41a1-bbb1-0eae73d76c95}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{a0c69a99-21c8-4671-8703-7934162fcf1d}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7d83ee9b-2244-4e70-b1f5-5393042af1e4}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{f42ee2d3-909f-4907-8871-4c22fc0bf756}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0ddd015d-b06c-45d5-8c4c-f59713854639}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{35286a68-3c57-41a1-bbb1-0eae73d76c95}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{a0c69a99-21c8-4671-8703-7934162fcf1d}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{7d83ee9b-2244-4e70-b1f5-5393042af1e4}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{B4BFCC3A-DB2C-424C-B029-7FE99A87C641}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{f42ee2d3-909f-4907-8871-4c22fc0bf756}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{0ddd015d-b06c-45d5-8c4c-f59713854639}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{35286a68-3c57-41a1-bbb1-0eae73d76c95}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
#Explorer,#隐藏此电脑中视频、图片、文档、下载、音乐、桌面六个文件夹,Current/Default,HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{a0c69a99-21c8-4671-8703-7934162fcf1d}\PropertyBag,ThisPCPolicy,REG_SZ,Hide
